ID	chrom	start	end	Gene	isSuper	Oct4	Sox2	Nanog	Klf4	Esrrb	H3K27ac	Med1	H3K4me1	DNase
INT_STITCHED_3204	chr6	88432824	88433647	NM_019685	NO	420.6353	1818.0893	6335.3717	714.2817	1223.6364	357.4289	681.9378	570.0098	1072.7805
INT_STITCHED_3205	chr6	88834249	88834651	NM_176973	NO	289.9224	193.6032	1247.7678	405.3768	301.4196	189.4626	39.4362	145.2828	155.9358
INT_STITCHED_3206	chr6	88875641	88876214	NM_011906	NO	516.4449	395.4846	774.5814	0	761.6889	0	64.1187	233.6694	502.6356
INT_STITCHED_3207	chr6	89026523	89026988	NM_175017	NO	1228.6695	464.907	395.157	45.012	245.892	140.43	182.8845	61.101	144.5685
INT_STITCHED_3208	chr6	89075673	89076453	NM_001033491	NO	1482.624	585	2256.384	536.562	51.948	0	0	349.596	452.01
INT_STITCHED_3209	chr6	89458556	89459283	NM_025351	NO	809.151	623.6206	1072.2523	88.7667	1803.3962	440.2712	470.8052	494.9416	129.6968
INT_STITCHED_3210	chr6	90310833	90311433	NM_030260	NO	597.66	680.88	2310.9	156.96	0	0	0	43.68	225.42
INT_STITCHED_3211	chr6	90402564	90403207	NM_023184	NO	305.1035	874.48	582.3651	1010.6031	6419.7763	297.7733	1199.0021	429.7812	552.2084
INT_STITCHED_3212	chr6	90692582	90693014	NM_001134383	NO	180.7488	257.5152	201.96	124.848	94.3056	20.5632	16.2432	45.3168	123.9408
INT_STITCHED_3213	chr6	90836941	90837392	NM_001134384	NO	317.7295	268.0293	241.736	219.9527	690.3006	89.1627	77.0308	362.604	104.2261
INT_STITCHED_3214	chr6	91295884	91296547	NM_009527	NO	505.206	448.9173	706.2939	0	0	260.3601	7.4919	111.2514	18.7629
INT_STITCHED_3215	chr6	91552045	91552469	NM_009320	NO	534.7488	550.1824	1064.6216	43.3328	0	0	70.808	278.0168	56.1376
INT_STITCHED_3216	chr6	91575951	91576544	NM_009320	NO	278.9472	635.8146	871.7693	441.9036	236.1919	15.8331	149.6732	129.6891	146.5303
INT_STITCHED_3218	chr6	91954628	91955065	NM_172731	NO	521.0351	329.498	249.4833	0	0	230.299	186.6427	405.0553	265.5649
INT_STITCHED_3219	chr6	92196225	92198121	NM_009426	NO	3851.1552	5579.1696	7571.1072	870.6432	6322.5912	851.8728	1585.8144	2927.424	2009.0016
INT_STITCHED_3220	chr6	92419615	92420314	NM_001134460	NO	605.1942	467.7708	736.6761	43.8972	212.1465	0	95.5533	31.2453	12.7218
INT_STITCHED_3221	chr6	92445033	92446390	NM_001134460	NO	2516.8279	4292.5981	7340.5558	2352.9023	601.151	932.9375	593.6875	1377.8978	1882.9732
INT_STITCHED_3222	chr6	92709509	92710218	NM_001081146	NO	981.8941	682.1998	1249.5416	81.9604	150.308	0	113.3691	351.4513	195.6131
INT_STITCHED_3223	chr6	92761205	92762037	NM_175314	NO	1116.7104	1703.0208	1327.5392	37.7728	544.3776	106.2464	396.5312	483.1424	414.5024
INT_STITCHED_3224	chr6	92791368	92794325	NM_175314	NO	1929.7382	1611.2693	4735.9312	779.1695	2418.826	1703.8234	2076.9968	2016.3783	1028.7403
INT_STITCHED_3225	chr6	93081067	93081864	NR_015530	NO	1114.0466	1011.8712	1353.9436	52.9208	544.351	0	68.1435	773.3291	788.7909
INT_STITCHED_3226	chr6	93300056	93300798	NR_015530	NO	1281.8792	474.509	688.6502	165.3918	1013.572	0	180.4544	955.0282	267.4168
INT_STITCHED_3227	chr6	93428308	93429205	NM_001083321	NO	706.2081	1076.4	1326.5733	61.1754	478.7289	0	77.8596	958.0857	631.1292
INT_STITCHED_3228	chr6	93539736	93540562	NM_001083321	NO	901.992	959.399	2441.656	117.3746	0	0	0	431.3372	269.0282
INT_STITCHED_3229	chr6	93823431	93824165	NM_001083321	NO	1159.2062	638.6534	1274.0772	146.8734	130.0648	602.6874	521.5804	545.0684	1202.292
INT_STITCHED_3230	chr6	93901181	93902228	NM_001083320	NO	1292.7309	1247.5005	1641.2772	288.1344	1615.1022	171.8127	432.3063	1144.9992	160.5051
INT_STITCHED_3231	chr6	93928310	93928846	NM_001083320	NO	437.0544	361.4248	800.0336	0	0	0	47.7576	1088.1336	283.4368
INT_STITCHED_3232	chr6	94201538	94202151	NM_010367	NO	687.9086	494.6297	680.8591	402.1893	1530.2319	234.166	507.1349	990.2402	502.7213
INT_STITCHED_3233	chr6	94442509	94443280	NM_026255	NO	653.037	1450.5594	3077.5236	0	23.9781	75.2496	80.184	0	77.7168
INT_STITCHED_3234	chr6	94457768	94458632	NM_026255	NO	844.992	697.68	4317.84	70.0704	259.8912	256.2624	92.6208	240.192	270
INT_STITCHED_3235	chr6	94570222	94570733	NM_008377	NO	229.2346	231.5852	759.2438	57.5386	867.3714	346.5602	99.2873	360.1528	323.463
INT_STITCHED_3236	chr6	94640903	94641616	NM_008377	NO	419.6005	587.4407	1206.1821	0	0	0.4991	11.408	567.3341	76.4336
INT_STITCHED_3237	chr6	94699685	94706004	NM_008377	NO	9201.0959	12691.0796	6664.0174	1108.3526	6552.803	2865.6665	1146.2666	3562.0203	5046.3534
INT_STITCHED_3238	chr6	94799394	94800033	NM_008377	NO	1725.0444	1416.663	2657.6649	570.1158	929.6172	0	55.8486	653.1219	140.8356
INT_STITCHED_3239	chr6	94901822	94902791	NM_001102670	NO	1328.499	2438.3916	3776.6775	0	151.9392	483.8217	300.1962	469.8681	318.9948
INT_STITCHED_3240	chr6	94963116	94963622	NM_001102670	NO	763.9082	845.273	3015.6082	166.5246	177.2518	0	60.3152	118.9606	130.295
INT_STITCHED_3241	chr6	95060002	95060488	NM_001102670	NO	773.226	626.1624	1841.697	230.2182	0	12.0042	68.769	154.5966	569.2032
INT_STITCHED_3242	chr6	96237238	96237856	NR_003643	NO	742.1562	738.819	659.5296	190.0968	114.639	67.3002	122.673	670.1592	435.999
INT_STITCHED_3243	chr6	96334436	96334863	NR_003643	NO	762.8355	522.3491	218.0262	0	0	0	0	382.8055	161.406
INT_STITCHED_3244	chr6	96408928	96409598	NR_003643	NO	525.548	428.532	660.821	123.95	188.27	39.195	258.218	123.816	698.542
INT_STITCHED_3245	chr6	96854962	96855312	NM_177233	NO	225.82	366.1	551.285	0	0	0	26.53	0	55.58
INT_STITCHED_3246	chr6	96995841	96998757	NM_177233	NO	1817.8344	1102.8312	3611.7576	394.8264	954.1152	879.4656	639.7704	3098.25	1957.5108
INT_STITCHED_3247	chr6	97033952	97034641	NM_177233	NO	395.7616	407.1301	593.0912	126.9827	137.2488	163.3619	146.1369	544.8612	66.6952
INT_STITCHED_3248	chr6	97051422	97052960	NM_177233	NO	6279.8078	4140.9112	2075.6848	552.6034	2664.8926	2380.6702	3125.5236	1323.6028	2988.1802
INT_STITCHED_3249	chr6	97228061	97228682	NM_001081157	NO	1411.8435	376.5123	988.011	0	130.7826	488.9754	295.4097	170.775	1955.3427
INT_STITCHED_3250	chr6	97302728	97303349	NM_001081157	NO	746.9388	497.7315	1570.8816	115.0092	0	21.6108	64.0872	224.6157	218.1573
INT_STITCHED_3251	chr6	97346377	97347193	NM_001081157	NO	2028.4944	708.1248	615.7536	204.6528	634.2768	544.1904	297.5952	835.0128	717.4272
INT_STITCHED_3252	chr6	97471271	97471919	NM_145148	NO	846.6768	460.0152	559.1592	78.084	164.268	287.2584	847.0008	570.1752	317.5848
INT_STITCHED_3253	chr6	97616669	97617433	NM_145148	NO	714.7984	685.2316	1284.5132	321.1092	286.1944	294.0636	980.212	1287.6456	606.8452
INT_STITCHED_3254	chr6	97668349	97669021	NM_001113198	NO	1568.784	713.5968	1372.7616	0	0	55.7088	260.064	581.28	717.8304
INT_STITCHED_3255	chr6	97901358	97913811	NM_001178049	NO	10699.6176	5912.6844	6063.3657	1724.7405	9734.5101	10327.2729	3379.7442	9966.1359	5189.1651
INT_STITCHED_3256	chr6	97984528	97985117	NM_008601	NO	495.8791	838.6771	814.6459	59.489	0	0	96.4782	100.7779	179.1149
INT_STITCHED_3257	chr6	98433043	98433961	NM_001128092	NO	2139.2154	2367.6138	4099.2372	66.7386	599.454	0	41.769	870.4476	1452.9186
INT_STITCHED_3258	chr6	98476827	98477351	NM_001128092	NO	941.89	944.0384	931.934	29.9728	1071.1084	0	31.9116	256.3408	264.096
INT_STITCHED_3259	chr6	98532592	98533412	NM_001128092	NO	1753.734	369.246	523.16	193.274	216.89	107.748	432.14	561.864	859.032
INT_STITCHED_3260	chr6	98873816	98874387	NM_001197322	NO	547.2464	459.5408	1104.1998	149.4878	0	0	138.5817	459.4837	173.584
INT_STITCHED_3261	chr6	98957662	98964115	NM_001197322	NO	951.8175	582.7059	2670.8967	1413.8523	83.2437	2385.0288	811.1421	4413.852	1480.3182
INT_STITCHED_3262	chr6	98979333	98980035	NM_001197322	NO	1861.4934	1683.5364	1741.0302	357.1776	640.9962	20.358	672.2352	79.7472	781.1856
INT_STITCHED_3263	chr6	99049477	99050135	NM_001197322	NO	586.2122	323.1438	2243.5168	105.6748	532.3878	0	70.406	95.9364	121.73
INT_STITCHED_3264	chr6	99190505	99191341	NM_001197321	NO	1709.2856	1306.668	1815.374	349.03	854.2248	0	378.3736	497.1692	1529.1276
INT_STITCHED_3265	chr6	99213293	99215339	NM_001197321	NO	1327.854	1415.832	1369.1832	181.6848	175.7514	386.694	404.6988	1007.0412	453.8028
INT_STITCHED_3266	chr6	99259863	99260624	NM_001197321	NO	1129.9328	1273.0769	1542.8514	119.0204	2.9679	60.9561	64.4567	743.9536	283.9291
INT_STITCHED_3267	chr6	99328958	99339890	NM_053202	NO	1186.122	1258.2732	764.1468	4239.4296	5089.9392	3908.19	4225.218	5099.778	3087.1968
INT_STITCHED_3268	chr6	99565273	99565807	NM_025829	NO	394.4658	1130.0508	1819.7118	1009.9008	807.3546	372.999	505.0572	341.1192	865.7742
INT_STITCHED_3269	chr6	99841654	99842340	NM_001037539	NO	497.5558	721.5348	1196.4526	313.5706	89.3172	261.8462	610.0598	323.9292	428.2012
INT_STITCHED_3270	chr6	99896751	99897206	NM_001037539	NO	463.736	224.8155	420.1015	447.4015	196.9695	135.1805	160.16	175.539	190.281
INT_STITCHED_3271	chr6	99937799	99938034	NM_001037539	NO	107.4185	192.8645	168.307	0	104.622	0	77.0095	221.7695	103.0945
INT_STITCHED_3272	chr6	99977498	99978251	NM_019743	NO	2055.9912	1056.9108	1844.6241	260.0862	456.0921	105.4953	377.7801	323.5641	980.8578
INT_STITCHED_3273	chr6	100130763	100131310	NM_019743	NO	502.693	398.6536	1109.2066	1536.7418	3947.0426	169.8435	832.8075	755.5164	1407.431
INT_STITCHED_3274	chr6	100153162	100154064	NM_019743	NO	680.1982	1435.082	885.5836	72.3404	844.1818	840.5738	478.511	744.601	363.6864
INT_STITCHED_3275	chr6	100220534	100221310	NM_019743	NO	1404.4048	685.4408	1552	441.6216	1325.02	195.6296	227.6784	662.6264	901.8672
INT_STITCHED_3276	chr6	100235278	100236157	NM_019743	NO	715.8576	1082.8401	4005.4272	53.8827	151.2759	92.7345	204.6312	700.6509	429.0399
INT_STITCHED_3277	chr6	100285247	100286343	NM_019743	NO	2154.2976	2050.8352	3294.3568	397.6288	4710.2792	2493.7288	2709.7504	605.4304	3486.2664
INT_STITCHED_3278	chr6	100327689	100328844	NM_019743	NO	4277.0805	6058.5525	7479.087	2950.101	8383.221	3596.439	4357.9305	984.522	8847.762
INT_STITCHED_3279	chr6	100369906	100372686	NM_019743	NO	2083.054	1954.34	3428.296	1593.218	241.026	6021.758	1604.338	3961.222	6796.266
INT_STITCHED_3280	chr6	100424383	100424887	NM_019743	NO	327.2472	351.8424	410.9616	109.4688	133.308	189.756	133.812	193.4352	20.5632
INT_STITCHED_3281	chr6	100448636	100449477	NM_181590	NO	1840.108	1691.6715	2109.3962	499.3017	1394.7144	808.7897	1420.7013	624.6107	1380.7538
INT_STITCHED_3282	chr6	101222179	101222766	NM_018884	NO	498.0695	487.2687	1427.7014	319.328	414.1285	71.027	116.4021	139.9995	284.1667
INT_STITCHED_3283	chr6	101929027	101929650	NR_027989	NO	2565.7009	906.2158	2029.734	381.1514	2803.0016	306.7652	652.7171	474.2899	562.9428
INT_STITCHED_3284	chr6	102687136	102687566	NM_008779	NO	990.806	686.667	421.572	0	97.137	0	76.454	43.086	338.066
INT_STITCHED_3285	chr6	103760276	103761064	NM_007697	NO	1326.9132	1289.7984	4302.1648	149.0108	1347.6376	0	179.27	603.5292	685.4812
INT_STITCHED_3286	chr6	105499225	105499681	NM_173004	NO	847.2936	852.0816	1600.0128	0	0	0	0	286.9152	205.1088
INT_STITCHED_3287	chr6	106568854	106569448	NM_008370	NO	1124.5014	957.4686	1876.9806	234.927	982.5354	0	247.8168	313.2162	74.3094
INT_STITCHED_3288	chr6	106596751	106597530	NM_008370	NO	1367.7682	739.9721	1394.2542	52.5046	0.7011	119.8102	178.391	345.1749	935.4232
INT_STITCHED_3289	chr6	107002143	107002700	NM_021449	NO	285.8524	435.574	1849.3514	30.8021	521.7976	0	0	77.7015	326.2906
INT_STITCHED_3290	chr6	108020709	108021593	NM_178391	NO	516.7864	2525.6764	5801.25	1162.46	862.2536	133.484	415.8336	182.546	2041.7748
INT_STITCHED_3291	chr6	108057297	108057876	NM_178391	NO	969.0723	523.5897	867.5736	209.019	584.4426	29.1816	98.43	308.5491	646.2798
INT_STITCHED_3292	chr6	108283883	108284707	NM_010585	NO	428.8096	724.4608	1918.4368	787.0848	4753.9856	463.5824	312.1312	1500.916	475.86
INT_STITCHED_3293	chr6	108398671	108399363	NM_011498	NO	430.9776	228.1524	1226.916	200.8184	2524.9696	132.7256	274.378	574.014	220.1944
INT_STITCHED_3294	chr6	108594172	108594774	NM_011498	NO	489.3658	322.1904	859.957	0	1114.1214	415.3198	428.0822	530.7232	354.578
INT_STITCHED_3295	chr6	108617369	108618190	NM_011498	NO	916.7286	536.8519	3195.4141	243.5907	636.1108	1103.8345	2138.7871	317.6449	1302.2702
INT_STITCHED_3296	chr6	108635476	108636249	NM_011498	NO	2084.781	1305.2878	1379.4958	8.2711	0	309.7411	779.5705	1005.9822	1073.4651
INT_STITCHED_3297	chr6	108746680	108747267	NM_026011	NO	675.4022	453.5749	828.6679	33.4003	833.9509	118.7501	337.2902	601.3228	447.7049
INT_STITCHED_3298	chr6	111398955	111399482	NR_027865	NO	466.2369	412.114	537.0657	200.9451	412.4829	198.0466	231.7746	380.3886	274.04
INT_STITCHED_3299	chr6	111575303	111576073	NR_027865	NO	1234.849	774.851	695.31	0	414.722	22.022	109.879	562.87	371.602
INT_STITCHED_3300	chr6	111813103	111813618	NR_027865	NO	566.5	315.4375	676.195	12.978	0	0	27.0375	20.6515	189.417
INT_STITCHED_3301	chr6	112153059	112153814	NR_027865	NO	1858.357	1861.3015	2182.0255	642.8825	827.631	240.1655	944.5805	284.7105	1293.013
INT_STITCHED_3302	chr6	112250596	112251086	NM_144799	NO	221.578	514.01	908.215	200.949	111.279	64.876	99.96	382.592	216.58
INT_STITCHED_3303	chr6	112553752	112554465	NM_021385	NO	2303.6317	1822.8558	1048.823	201.7077	1650.5237	0	93.9021	423.0942	1064.6516
INT_STITCHED_3304	chr6	112835256	112835702	NM_080448	NO	813.504	397.0292	3254.0606	282.6302	271.2126	0	88.3972	251.4994	411.658
INT_STITCHED_3305	chr6	112899075	112900921	NM_080448	NO	4586.9408	5216.2422	8760.0084	1577.9608	657.7298	1873.5054	834.0228	1495.0754	2303.808
INT_STITCHED_3306	chr6	112988039	112989175	NM_008188	NO	1652.9936	526.4224	964.464	655.2448	2057.7504	1441.4704	2420.1344	673.4208	1851.9072
INT_STITCHED_3307	chr6	113197353	113197956	NM_026849	NO	432.8937	483.4854	1286.199	1.809	0	16.0398	182.709	524.4291	27.2556
INT_STITCHED_3308	chr6	113248187	113248615	NM_030178	NO	404.246	285.9896	478.718	232.9176	206.4672	157.5468	45.4964	380.4064	139.314
INT_STITCHED_3309	chr6	113317764	113318774	NM_133932	NO	1119.383	1257.955	1864.561	27.977	1651.249	2405.921	423.19	985.558	1227.15
INT_STITCHED_3310	chr6	113452636	113453205	NM_172487	NO	628.2329	797.6811	1236.8922	342.7087	0	43.3578	176.5038	326.7767	858.2796
INT_STITCHED_3311	chr6	113566995	113567675	NM_009507	NO	307.632	541.824	404.396	96.356	0	105.604	37.264	682.652	135.252
INT_STITCHED_3312	chr6	113639994	113640760	NM_001033463	NO	410.193	512.6838	1392.8178	0	3812.6884	2084.8222	577.8704	644.0528	1138.8888
INT_STITCHED_3313	chr6	114060801	114061412	NM_172890	NO	1034.3008	403.9932	3319.1964	101.6093	0	64.0939	86.151	94.705	9.776
INT_STITCHED_3314	chr6	114216239	114216767	NM_178703	NO	918.6144	870.0912	1848.9504	73.2336	243.5664	0	153.1728	478.5264	251.1696
INT_STITCHED_3315	chr6	114634400	114634974	NM_028835	NO	748.9552	373.7888	381.6526	0	0	0	112.4466	88.2238	105.6734
INT_STITCHED_3316	chr6	114796409	114797104	NM_177683	NO	849.429	394.5515	1397.9925	0	0	589.221	0	537.235	199.9515
INT_STITCHED_3317	chr6	115026950	115036336	NM_026894	NO	1125.3814	653.2656	963.0036	0	52.5616	0	0	1892.2176	823.1522
INT_STITCHED_3318	chr6	115285278	115286067	NM_001127330	NO	1096.9467	1390.7703	4546.9281	163.7175	1455.9417	0	212.241	309.1302	749.0766
INT_STITCHED_3319	chr6	115600552	115601636	NM_029780	NO	1262.4264	762.2688	1511.2044	1930.9292	7043.3984	1227.4132	1315.0004	880.5332	903.7308
INT_STITCHED_3320	chr6	115633121	115635841	NM_029780	NO	2751.008	1886.32	3311.872	161.568	1065.152	2105.552	783.088	795.6	2834.24
INT_STITCHED_3321	chr6	115677437	115678284	NM_001168259	NO	1573.4719	1108.5536	567.7441	432.1394	28.4592	564.8643	455.0931	139.0774	1141.8407
INT_STITCHED_3322	chr6	115981827	115982419	NM_026376	NO	249.0544	649.424	1282.272	0	0	81.0448	65.7712	704.7168	117.216
INT_STITCHED_3323	chr6	116006769	116007595	NM_026376	NO	497.665	499.73	1742.1166	0	0	0	35.105	261.016	731.7534
INT_STITCHED_3324	chr6	116148172	116148826	NM_177412	NO	410.058	561.459	890.9442	94.0452	0	14.1264	194.6958	65.1384	211.569
INT_STITCHED_3325	chr6	116589662	116590390	NM_001166580	NO	438.4744	543.7432	638.0192	103.74	361.1608	106.5792	146.692	234.9256	334.8072
INT_STITCHED_3326	chr6	117130147	117130972	NM_013655	NO	2005.9875	1386.7425	2594.8725	71.445	225.06	224.8125	494.505	253.5225	469.0125
INT_STITCHED_3327	chr6	117148669	117149508	NM_013655	NO	1869.6276	994.1311	5556.7809	454.9897	520.0961	27.1836	243.4778	508.8535	998.9134
INT_STITCHED_3328	chr6	117831172	117831787	NM_008616	NO	1760.5605	2139.2775	1050.6045	142.3725	185.5455	373.059	279.333	438.249	280.44
INT_STITCHED_3329	chr6	118719515	118720290	NM_001081112	NO	820.4925	814.4475	2603.7675	927.675	800.42	240.25	730.5925	532.735	538.3925
INT_STITCHED_3330	chr6	119148802	119149517	NM_009781	NO	939.367	327.327	246.389	407.979	0	499.9995	192.049	606.1055	543.1855
INT_STITCHED_3331	chr6	119274532	119275309	NM_001172207	NO	2633.7969	698.9115	1731.3114	224.553	2767.0524	966.2772	703.1073	741.5688	1280.496
INT_STITCHED_3332	chr6	119364465	119369724	NM_197985	NO	3919.0068	4703.6496	2878.2507	1417.8264	2964.4983	5942.67	1850.6421	3405.2025	3851.1657
INT_STITCHED_3333	chr6	120014562	120015284	NM_198703	NO	1919.6536	857.375	758.7498	310.821	0	803.586	335.008	869.649	640.7028
INT_STITCHED_3334	chr6	120180235	120180990	NM_198884	NO	1968.3605	2619.246	3619.923	73.084	1005.4335	58.0595	51.8685	759.379	441.373
INT_STITCHED_3335	chr6	120241456	120242188	NM_198884	NO	2629.4172	1361.3736	543.5832	293.2392	466.8696	1559.3064	553.6116	641.0124	631.716
INT_STITCHED_3336	chr6	120256828	120270881	NM_198884	NO	5276.9015	1915.4239	2862.5961	528.3928	1728.519	4343.7823	1441.8378	7099.5756	2606.8315
INT_STITCHED_3337	chr6	120626607	120627398	NM_001128151	NO	487.8097	1294.867	1633.8105	131.306	481.0862	129.0121	59.7996	1293.5223	279.223
INT_STITCHED_3338	chr6	120693192	120693803	NM_001081048	NO	370.3882	360.9177	584.8492	257.1088	132.9536	214.2166	137.9027	348.8199	324.1355
INT_STITCHED_3339	chr6	120952847	120953352	NM_153396	NO	271.993	250.278	395.2635	146.5005	0	976.4175	295.0715	0	167.7105
INT_STITCHED_3340	chr6	121144017	121144826	NM_028730	NO	451.422	351.6723	652.054	163.7416	501.6609	1805.688	691.3714	392.1223	673.2498
INT_STITCHED_3341	chr6	121476164	121476492	NM_001033354	NO	317.4712	181.4824	532.4424	245.344	555.0416	0	92.0368	55.432	361.6856
INT_STITCHED_3343	chr6	122316022	122317010	NM_007905	NO	2684.1984	1944.0876	1720.5032	183.274	3163.6748	1016.7508	5147.48	1114.6616	2049.4084
INT_STITCHED_3344	chr6	122541176	122541524	NM_031159	NO	325.206	366.1656	1487.3172	190.3908	132.588	25.8564	210.6096	67.164	228.8448
INT_STITCHED_3345	chr6	122558176	122559103	NM_008108	NO	3437.0379	1748.9709	1006.9074	304.7049	141.2748	1890.0603	1783.9188	135.1566	2428.5546
INT_STITCHED_3346	chr6	122574257	122575075	NM_139218	NO	6818.439	3772.0434	2811.057	187.4856	0	0	813.3374	1266.0186	1000.4958
INT_STITCHED_3350	chr6	123282453	123283048	NM_001104632	NO	585.599	388.059	960.33	0	221.8755	0	98.532	506.226	426.734
INT_STITCHED_3351	chr6	123647304	123647661	NM_001104638	NO	877.3632	383.7393	764.3727	0	160.9356	39.4485	116.2035	168.7539	307.0914
INT_STITCHED_3352	chr6	123808088	123808550	NM_001104641	NO	373.8966	229.5678	369.6924	0	0	0	55.902	23.2848	55.8558
INT_STITCHED_3353	chr6	124754367	124755031	NM_013539	NO	415.4648	418.3864	1511.8616	679.936	65.072	626.4176	92.0304	637.1744	303.0496
INT_STITCHED_3354	chr6	124781521	124782304	NM_013538	NO	663.0444	2153.5632	5596.0227	394.0056	798.5817	605.0241	409.0392	393.5358	575.2701
INT_STITCHED_3355	chr6	124841894	124842397	NM_013488	NO	779.65	435.0447	1333.8554	53.2677	0	59.2031	52.6138	103.8192	208.9462
INT_STITCHED_3356	chr6	124904406	124904856	NM_012003	NO	855.72	815.85	381.6	6.21	892.665	199.305	206.82	197.865	554.445
INT_STITCHED_3357	chr6	125146126	125147005	NM_025595	NO	1287.6471	558.7803	620.2224	20.5686	1040.3844	561.7689	415.2396	1367.8119	681.0492
INT_STITCHED_3358	chr6	125313747	125314334	NM_011609	NO	511.1009	430.9167	660.7859	396.6359	5826.3859	78.1297	459.2101	884.7851	630.4967
INT_STITCHED_3359	chr6	125361342	125361951	NM_198604	NO	532.5705	391.0998	1924.1355	1037.4315	251.8215	375.6921	745.0506	261.8091	1264.5276
INT_STITCHED_3361	chr6	125451810	125455243	NM_007657	NO	2575.7799	855.5036	2785.1929	652.27	8857.8266	1956.4667	1965.7358	4183.4538	2004.1854
INT_STITCHED_3362	chr6	125541652	125542626	NM_011708	NO	997.4734	1268.9272	1064.1924	1587.133	3759.153	1725.8306	2615.0926	533.6546	891.9892
INT_STITCHED_3363	chr6	125567907	125568257	NM_011708	NO	834.82	1325.135	1142.855	0	0	10.43	56.35	0	0
INT_STITCHED_3364	chr6	125826823	125827395	NM_153589	NO	1052.3084	2040.4956	1501.8432	0	0	0	27.7992	0	15.73
INT_STITCHED_3365	chr6	126260802	126261649	NM_001164034	NO	1178.8546	674.3814	1884.3209	0	273.6657	16.0083	134.1648	422.4836	1369.5143
INT_STITCHED_3366	chr6	126752949	126765889	NM_025358	NO	3220.766	1644.674	3889.764	837.218	111.284	791.928	808.75	2214.034	1898.298
INT_STITCHED_3367	chr6	126969313	126969680	NM_010204	NO	294.1505	254.3677	312.7574	339.8053	390.8917	73.2532	287.9849	0	198.2534
INT_STITCHED_3368	chr6	127031417	127032092	NM_022657	NO	835.65	745.9425	460.2825	340.8075	782.5275	76.4775	223.425	169.29	279.855
INT_STITCHED_3369	chr6	127053459	127054097	NM_177003	NO	1386.693	834.4402	1737.1464	0	143.9328	150.8232	361.2994	279.2526	412.5946
INT_STITCHED_3370	chr6	127199939	127200552	NM_009829	NO	412.1812	1155.0146	3461.3658	437.1916	979.5127	170.5366	349.9004	176.6666	1533.726
INT_STITCHED_3371	chr6	127286693	127287368	NM_181402	NO	4563.4725	2680.29	2990.0475	236.4525	1803.6675	167.0625	811.1475	418.635	2307.7575
INT_STITCHED_3372	chr6	127642123	127651760	NM_201371	NO	3208.1573	3577.2544	2301.3156	643.7516	3436.5542	1744.297	3153.2264	3301.6362	1390.6191
INT_STITCHED_3373	chr6	127685254	127686102	NM_201371	NO	881.92	620.2272	1363.3296	319.5264	4005.6976	806.5328	2398.568	704.3488	241.0016
INT_STITCHED_3374	chr6	127719572	127730502	NM_201371	NO	1546.595	2181.628	1963.028	424.084	9980.183	2238.464	5469.372	4831.06	2814.475
INT_STITCHED_3375	chr6	128092062	128092947	NM_175414	NO	549.1425	716.319	425.9505	78.057	340.194	129.741	669.945	457.545	2802.7065
INT_STITCHED_3376	chr6	128204381	128212133	NM_001080979	NO	7583.7816	3104.676	7969.056	420.9336	918.612	11291.5632	4092.2808	8077.584	1487.6088
INT_STITCHED_3377	chr6	128231834	128232953	NM_001080979	NO	1204.8273	729.6999	1356.228	305.5989	3602.061	2362.5447	1446.3075	1532.3586	746.9325
INT_STITCHED_3378	chr6	128246190	128247053	NM_001080979	NO	663.1292	518.3178	1263.432	923.7552	1352.5799	5069.9524	2005.9572	612.0396	369.4503
INT_STITCHED_3379	chr6	128358617	128359392	NM_021717	NO	842.1925	583.0325	806	0	0	160.5025	47.895	763.6075	380.37
INT_STITCHED_3380	chr6	128395390	128396444	NR_028593	NO	2977.2338	806.6262	524.365	303.552	411.6924	3544.9182	1008.8888	657.169	1982.3632
INT_STITCHED_3381	chr6	128410566	128416620	NR_028593	NO	3772.8528	3046.3728	4782.0546	1296.1614	2318.682	4788.1086	1624.2882	3328.4892	4207.53
INT_STITCHED_3382	chr6	128440391	128440731	NM_007376	NO	344.76	247.282	882.844	69.156	0	0	128.724	0	63.444
INT_STITCHED_3383	chr6	128944275	128944908	NR_015455	NO	448.0374	730.8618	1016.9778	0	50.64	42.4743	20.5092	109.4457	339.4779
INT_STITCHED_3384	chr6	129060340	129060792	NM_153506	NO	641.8852	472.8824	641.8852	0	0	0	124.9328	565.9492	201.818
INT_STITCHED_3385	chr6	129131048	129131437	NM_053109	NO	681.8003	266.6984	287.1987	123.5075	115.9609	197.3397	144.8247	93.0877	63.4459
INT_STITCHED_3386	chr6	129299591	129300384	NM_177686	NO	873.7274	1081.9692	461.6846	47.1835	1768.7865	315.3761	362.401	347.8098	711.6382
INT_STITCHED_3387	chr6	129313819	129314619	NM_177686	NO	1549.6	1356	726.32	0	4580.64	114.32	300.08	716.48	775.84
INT_STITCHED_3388	chr6	131327426	131327852	NM_011733	NO	1975.2768	3379.0746	3205.863	54.3576	0	54.0594	78.2988	160.6446	4.0896
INT_STITCHED_3389	chr6	133042317	133042629	NM_001163445	NO	325.5096	206.6376	414.8352	93.0072	102.6168	27.1752	109.2936	253.7184	242.112
INT_STITCHED_3390	chr6	133912948	133913940	NM_007961	NO	2182.7968	2065.84	1451.3952	1288.2112	295.8144	107.136	447.392	555.6192	1051.024
INT_STITCHED_3391	chr6	133936853	133937880	NM_007961	NO	3691.2434	3899.519	5723.1629	87.7058	309.5378	402.4813	224.913	2172.3104	1759.5591
